OBJECTID,DATE,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_Georges,Queen_Annes,Somerset,St_Marys,Talbot,Washington,Wicomico,Worcester,Unknown
182,09/12/2020 10:00:00 AM,415,9065,16648,15183,854,606,1842,904,2554,514,3717,67,2781,4743,288,21089,27589,606,216,1186,508,1474,1754,930,0
183,09/13/2020 10:00:00 AM,421,9119,16724,15254,862,609,1852,911,2570,527,3742,68,2811,4768,290,21167,27683,607,219,1193,510,1493,1770,940,0
184,09/14/2020 10:00:00 AM,424,9191,16797,15299,874,609,1863,918,2591,530,3756,68,2834,4787,291,21281,27760,612,220,1197,512,1506,1778,948,0
185,09/15/2020 10:00:00 AM,429,9302,16905,15236,881,612,1871,942,2607,538,3785,71,2846,4809,293,21375,27891,613,225,1202,515,1525,1819,953,0
186,09/16/2020 10:00:00 AM,431,9398,17165,15085,885,620,1881,949,2628,546,3811,70,2865,4843,289,21467,28034,618,227,1217,519,1546,1833,961,0
187,09/17/2020 10:00:00 AM,435,9452,17221,15129,898,620,1888,964,2646,554,3834,71,2883,4863,293,21574,28202,626,238,1232,520,1556,1846,974,0
188,09/18/2020 10:00:00 AM,439,9504,17288,15177,901,622,1891,968,2664,557,3851,71,2900,4881,293,21640,28361,630,240,1241,524,1589,1855,975,0
189,09/19/2020 10:00:00 AM,443,9559,17365,15204,905,632,1900,985,2686,568,3896,72,2915,4912,295,21760,28495,634,244,1248,528,1627,1879,992,0
190,09/20/2020 10:00:00 AM,444,9622,17423,15226,907,634,1909,997,2694,571,3914,72,2931,4941,295,21814,28555,637,244,1253,539,1646,1893,995,0
191,09/21/2020 10:00:00 AM,447,9677,17486,15259,913,636,1912,1010,2703,575,3935,72,2937,4961,296,21877,28629,638,246,1259,542,1654,1902,1002,0
192,09/22/2020 10:00:00 AM,450,9713,17523,15292,914,638,1917,1017,2716,578,3938,72,2945,4968,297,21933,28715,640,246,1257,543,1676,1914,1010,0
193,09/23/2020 10:00:00 AM,454,9759,17579,15329,920,638,1920,1025,2725,578,3958,72,2945,4983,298,22002,28784,645,251,1259,543,1691,1919,1020,0
194,09/24/2020 10:00:00 AM,459,9812,17655,15374,928,640,1925,1034,2737,582,3975,72,2963,4997,300,22078,28887,650,252,1262,549,1705,1936,1028,0
195,09/25/2020 10:00:00 AM,460,9873,17720,15431,933,640,1937,1038,2745,587,3995,72,2986,5013,300,22185,28995,652,263,1274,551,1720,1949,1040,0
196,09/26/2020 10:00:00 AM,461,9933,17782,15484,939,644,1944,1056,2753,592,4019,72,3008,5034,303,22275,29130,654,272,1288,555,1770,1959,1045,0
197,09/27/2020 10:00:00 AM,463,9969,17837,15525,942,646,1948,1057,2759,593,4037,74,3021,5061,304,22360,29210,659,276,1291,559,1787,1975,1050,0
198,09/28/2020 10:00:00 AM,464,10027,17902,15582,950,652,1952,1068,2770,593,4054,74,3039,5082,304,22421,29305,662,278,1302,565,1794,1992,1048,0
199,09/29/2020 10:00:00 AM,473,10073,17939,15606,961,654,1957,1079,2779,594,4073,74,3045,5098,303,22512,29416,666,276,1306,565,1811,1998,1053,0
200,09/30/2020 10:00:00 AM,474,10117,17994,15629,972,657,1965,1085,2798,594,4088,74,3060,5120,305,22584,29494,666,277,1310,568,1827,2009,1058,0
201,10/01/2020 10:00:00 AM,484,10186,18148,15793,980,659,1975,1090,2819,598,4117,75,3086,5149,305,22679,29617,669,282,1317,570,1837,2016,1059,0
202,10/02/2020 10:00:00 AM,484,10264,18213,15864,994,661,1987,1108,2829,608,4144,76,3101,5172,305,22810,29791,674,289,1330,574,1848,2025,1071,0
203,10/03/2020 10:00:00 AM,492,10323,18285,15898,1001,662,2000,1118,2841,613,4175,76,3124,5217,308,22893,29905,677,295,1337,577,1857,2056,1089,0
204,10/04/2020 10:00:00 AM,492,10376,18354,15954,1005,662,2003,1120,2851,614,4191,76,3141,5234,309,22976,30004,680,299,1343,578,1861,2085,1082,0
205,10/05/2020 10:00:00 AM,495,10429,18409,16023,1009,664,2008,1125,2860,615,4219,76,3148,5262,309,23079,30088,682,311,1348,579,1862,2100,1091,0
206,10/06/2020 10:00:00 AM,498,10473,18455,16056,1019,666,2022,1127,2869,616,4225,76,3167,5276,311,23135,30153,684,323,1357,579,1897,2117,1103,0
207,10/07/2020 10:00:00 AM,501,10527,18522,16100,1032,668,2034,1134,2878,617,4249,76,3191,5292,315,23194,30226,688,325,1360,578,1917,2135,1105,0
208,10/08/2020 10:00:00 AM,504,10572,18668,16263,1041,674,2043,1139,2888,622,4279,76,3207,5322,316,23293,30356,691,329,1363,584,1926,2157,1112,0
209,10/09/2020 10:00:00 AM,506,10655,18792,16354,1047,677,2051,1148,2904,625,4297,76,3227,5357,318,23403,30502,691,335,1361,583,1955,2175,1120,0
210,10/10/2020 10:00:00 AM,513,10732,18887,16390,1057,680,2069,1163,2922,633,4314,79,3246,5391,320,23505,30621,699,341,1363,583,1972,2190,1125,0
211,10/11/2020 10:00:00 AM,524,10787,18974,16448,1066,683,2079,1168,2935,639,4340,81,3262,5422,322,23601,30692,704,342,1370,587,1986,2216,1129,0
212,10/12/2020 10:00:00 AM,525,10875,19043,16508,1073,683,2086,1172,2942,642,4359,82,3272,5459,322,23696,30762,704,343,1371,589,1993,2230,1130,0
213,10/13/2020 10:00:00 AM,528,10915,19102,16543,1074,684,2092,1179,2947,642,4379,82,3288,5473,325,23817,30878,705,345,1373,589,2008,2242,1133,0
214,10/14/2020 10:00:00 AM,536,10986,19176,16584,1078,686,2099,1190,2962,644,4399,87,3317,5487,325,23926,30969,711,358,1375,593,2039,2248,1143,0
215,10/15/2020 10:00:00 AM,538,11053,19275,16647,1082,688,2108,1192,2983,653,4436,88,3335,5508,326,24015,31102,714,363,1382,596,2054,2259,1151,0
216,10/16/2020 10:00:00 AM,543,11151,19403,16681,1098,687,2120,1244,2991,661,4464,94,3353,5534,326,24174,31210,719,368,1385,602,2075,2287,1159,0
217,10/17/2020 10:00:00 AM,551,11222,19494,16773,1113,699,2128,1262,3007,679,4498,96,3374,5566,326,24291,31367,725,377,1392,610,2093,2320,1164,0
218,10/18/2020 10:00:00 AM,561,11265,19565,16842,1117,704,2137,1269,3018,687,4519,100,3395,5580,329,24395,31442,734,383,1395,619,2099,2337,1165,0
219,10/19/2020 10:00:00 AM,569,11336,19646,16906,1120,704,2141,1275,3029,695,4534,105,3417,5605,332,24466,31497,736,387,1400,621,2108,2357,1168,0
220,10/20/2020 10:00:00 AM,587,11391,19749,16937,1132,710,2152,1284,3041,711,4546,106,3430,5628,332,24560,31617,740,395,1409,623,2116,2374,1174,0
221,10/21/2020 10:00:00 AM,594,11433,19799,17000,1141,713,2159,1291,3050,715,4559,108,3448,5647,334,24664,31695,742,398,1416,627,2137,2385,1181,0
222,10/22/2020 10:00:00 AM,604,11514,19897,17079,1145,721,2168,1299,3067,735,4581,115,3482,5684,336,24772,31844,743,401,1420,631,2158,2397,1186,0
223,10/23/2020 10:00:00 AM,614,11568,19980,17181,1153,726,2175,1307,3078,742,4610,117,3492,5716,338,24877,31999,758,404,1429,636,2182,2418,1191,0
224,10/24/2020 10:00:00 AM,624,11645,20108,17312,1158,729,2192,1310,3090,761,4643,123,3513,5743,338,24984,32121,762,409,1443,636,2211,2434,1198,0
225,10/25/2020 10:00:00 AM,635,11724,20208,17440,1162,732,2202,1322,3113,769,4678,126,3529,5777,338,25147,32225,767,410,1452,641,2229,2451,1202,0
226,10/26/2020 10:00:00 AM,646,11778,20273,17506,1170,736,2211,1325,3136,775,4700,130,3541,5801,340,25281,32292,768,410,1459,643,2239,2480,1204,0
227,10/27/2020 10:00:00 AM,660,11872,20419,17581,1176,740,2219,1340,3154,779,4721,139,3555,5845,342,25438,32499,773,419,1470,645,2252,2493,1210,0
228,10/28/2020 10:00:00 AM,679,11921,20510,17664,1184,740,2231,1348,3168,782,4748,142,3583,5865,343,25562,32648,777,421,1475,647,2281,2494,1212,0
229,10/29/2020 10:00:00 AM,693,12040,20670,17774,1188,750,2258,1354,3187,797,4786,147,3612,5894,343,25692,32800,784,427,1497,651,2304,2519,1220,0
230,10/30/2020 10:00:00 AM,735,12115,20867,17850,1195,753,2278,1365,3208,808,4826,147,3649,5930,343,25831,32937,798,435,1501,655,2327,2539,1222,0
231,10/31/2020 10:00:00 AM,766,12202,21017,17976,1204,760,2294,1372,3226,821,4857,150,3680,5959,346,25993,33111,802,438,1504,658,2358,2554,1233,0
232,11/01/2020 10:00:00 AM,775,12256,21194,18100,1212,765,2301,1381,3247,829,4909,150,3726,5988,348,26114,33248,804,439,1507,660,2378,2572,1242,0
233,11/02/2020 10:00:00 AM,791,12361,21349,18211,1216,767,2311,1390,3263,833,4936,154,3747,6019,348,26277,33360,806,451,1510,663,2393,2590,1249,0
234,11/03/2020 10:00:00 AM,845,12448,21479,18292,1224,767,2330,1398,3273,835,4951,161,3768,6059,349,26398,33488,812,454,1515,662,2404,2601,1253,0
235,11/04/2020 10:00:00 AM,884,12540,21605,18457,1230,767,2354,1407,3299,837,4987,165,3820,6085,349,26551,33651,818,462,1524,663,2445,2612,1254,0
236,11/05/2020 10:00:00 AM,923,12653,21795,18610,1243,772,2364,1427,3324,839,5030,168,3873,6132,353,26777,33821,822,476,1529,668,2479,2628,1258,0
237,11/06/2020 10:00:00 AM,972,12795,22046,18824,1265,774,2396,1439,3377,848,5069,172,3948,6195,354,26996,34070,826,484,1558,668,2514,2647,1268,0
238,11/07/2020 10:00:00 AM,1023,12970,22267,19065,1270,777,2421,1459,3419,858,5116,174,3999,6261,355,27169,34246,835,489,1571,670,2557,2671,1273,0
239,11/08/2020 10:00:00 AM,1051,13067,22427,19196,1274,778,2451,1466,3443,869,5166,181,4076,6302,355,27342,34384,837,492,1591,673,2612,2687,1276,0
240,11/09/2020 10:00:00 AM,1119,13224,22668,19358,1283,781,2474,1473,3484,873,5211,189,4130,6376,355,27546,34589,840,495,1601,674,2632,2714,1282,0
241,11/10/2020 10:00:00 AM,1156,13335,22864,19549,1294,783,2504,1489,3516,874,5257,194,4188,6443,360,27731,34856,848,506,1608,674,2664,2728,1288,0
242,11/11/2020 10:00:00 AM,1245,13495,23104,19768,1300,785,2551,1508,3553,878,5318,209,4272,6517,363,27969,35146,856,510,1630,678,2725,2741,1302,0
243,11/12/2020 10:00:00 AM,1273,13595,23392,20006,1313,786,2592,1526,3592,886,5373,211,4329,6581,366,28146,35336,870,517,1651,685,2787,2776,1311,0
244,11/13/2020 10:00:00 AM,1399,13751,23682,20197,1341,798,2615,1539,3616,898,5441,240,4408,6656,369,28385,35666,885,529,1670,689,2875,2800,1320,0
245,11/14/2020 10:00:00 AM,1520,13948,24013,20470,1350,804,2682,1570,3670,905,5495,274,4532,6731,370,28727,36052,902,532,1702,697,2955,2849,1340,0
246,11/15/2020 10:00:00 AM,1606,14129,24285,20737,1365,810,2703,1596,3717,910,5565,305,4616,6791,372,28989,36269,908,540,1731,708,3038,2884,1356,0
247,11/16/2020 10:00:00 AM,1664,14307,24594,21010,1373,819,2737,1640,3738,911,5616,312,4749,6843,374,29205,36486,927,541,1749,715,3070,2914,1362,0
248,11/17/2020 10:00:00 AM,1771,14480,24897,21186,1388,823,2780,1669,3790,918,5703,328,4828,6945,376,29571,36905,937,575,1771,719,3112,2956,1377,0
249,11/18/2020 10:00:00 AM,1889,14660,25253,21409,1402,825,2845,1694,3831,919,5778,366,4959,7005,377,29833,37184,946,584,1786,723,3187,2992,1376,0
250,11/19/2020 10:00:00 AM,1990,14931,25753,21783,1430,839,2880,1744,3880,929,5859,408,5102,7106,387,30298,37581,963,609,1815,726,3295,3033,1392,0
251,11/20/2020 10:00:00 AM,2115,15103,26088,22010,1439,844,2930,1795,3938,932,5943,447,5184,7201,391,30580,38053,990,636,1851,733,3409,3071,1403,0
252,11/21/2020 10:00:00 AM,2282,15294,26583,22466,1456,860,2978,1820,3990,950,6036,470,5344,7340,399,30882,38428,1001,727,1889,742,3509,3112,1413,0
253,11/22/2020 10:00:00 AM,2421,15471,26967,22699,1468,869,3020,1857,4025,961,6139,496,5461,7398,404,31176,38699,1010,742,1935,749,3601,3148,1423,0
254,11/23/2020 10:00:00 AM,2493,15587,27223,22932,1480,878,3052,1890,4065,968,6198,504,5537,7488,410,31389,38985,1027,743,1949,761,3651,3172,1415,0
255,11/24/2020 10:00:00 AM,2593,15715,27402,23087,1495,890,3092,1923,4104,970,6267,545,5600,7542,413,31622,39297,1033,761,1983,781,3710,3214,1425,0
256,11/25/2020 10:00:00 AM,2734,15939,27780,23361,1521,902,3135,1944,4158,970,6385,612,5714,7638,416,32005,39790,1045,777,2012,786,3847,3261,1429,0
257,11/26/2020 10:00:00 AM,2830,16114,28146,23682,1528,919,3174,1979,4184,988,6485,657,5805,7803,425,32259,40095,1049,810,2028,793,3982,3305,1440,0
258,11/27/2020 10:00:00 AM,2962,16297,28504,23955,1537,938,3222,2023,4254,996,6575,682,5875,7917,428,32601,40479,1061,823,2063,801,4074,3348,1443,0
259,11/28/2020 10:00:00 AM,3028,16404,28752,24120,1555,945,3254,2045,4276,998,6660,701,5940,7961,435,32790,40797,1074,886,2075,805,4116,3377,1454,0
260,11/29/2020 10:00:00 AM,3093,16585,29008,24309,1583,952,3291,2078,4317,1004,6773,728,6026,8066,438,33103,41067,1083,910,2118,811,4240,3402,1462,0
261,11/30/2020 10:00:00 AM,3168,16742,29315,24521,1598,972,3327,2109,4391,1011,6871,755,6099,8155,448,33400,41297,1097,918,2153,819,4281,3440,1483,0
262,12/01/2020 10:00:00 AM,3366,16919,29645,24762,1611,983,3366,2156,4434,1021,6949,788,6160,8252,466,33905,41857,1108,1061,2174,824,4375,3462,1491,0
263,12/02/2020 10:00:00 AM,3466,17166,29897,25006,1635,990,3415,2199,4502,1030,7123,817,6234,8343,467,34159,42190,1111,1102,2210,830,4469,3490,1504,0
264,12/03/2020 10:00:00 AM,3597,17318,30187,25270,1660,1003,3442,2242,4522,1034,7249,874,6294,8410,472,34425,42458,1135,1117,2240,836,4570,3530,1514,0
265,12/04/2020 10:00:00 AM,3900,17627,30671,25686,1687,1030,3517,2288,4593,1045,7425,915,6405,8561,486,35056,43000,1159,1127,2295,848,4764,3570,1536,0
266,12/05/2020 10:00:00 AM,3933,17958,31077,25952,1705,1039,3594,2347,4666,1061,7577,943,6519,8719,500,35538,43635,1191,1151,2335,872,4890,3619,1563,0
267,12/06/2020 10:00:00 AM,4071,18193,31416,26194,1724,1047,3681,2391,4717,1085,7719,976,6574,8813,507,35998,44057,1205,1171,2395,880,4991,3640,1582,0
268,12/07/2020 10:00:00 AM,4101,18429,31708,26419,1746,1065,3728,2435,4752,1085,7852,999,6634,8912,510,36449,44402,1222,1183,2419,892,5111,3681,1595,0
269,12/08/2020 10:00:00 AM,4204,18646,32014,26593,1766,1086,3796,2514,4804,1091,7952,1024,6704,9004,513,36851,44894,1236,1351,2486,904,5190,3725,1613,0
270,12/09/2020 10:00:00 AM,4321,18914,32387,26897,1801,1090,3843,2598,4886,1098,8074,1058,6769,9124,515,37194,45345,1250,1372,2539,910,5288,3747,1633,0
271,12/10/2020 10:00:00 AM,4378,19255,32853,27197,1812,1104,3882,2644,4945,1129,8226,1095,6904,9280,523,37738,45871,1277,1380,2572,922,5425,3796,1647,0
272,12/11/2020 10:00:00 AM,4441,19547,33125,27464,1822,1130,3934,2674,4994,1135,8363,1116,6978,9388,533,38190,46335,1315,1391,2608,931,5572,3824,1661,0
273,12/12/2020 10:00:00 AM,4590,19866,33539,27796,1849,1148,4056,2785,5070,1152,8550,1146,7096,9536,550,38812,46877,1337,1411,2665,947,5679,3868,1684,0
274,12/13/2020 10:00:00 AM,4612,20171,33850,28046,1867,1156,4140,2820,5142,1164,8687,1153,7192,9633,562,39316,47288,1346,1426,2686,959,5804,3921,1706,0
275,12/14/2020 10:00:00 AM,4629,20389,34109,28270,1893,1171,4197,2868,5183,1175,8820,1161,7256,9711,575,39721,47682,1365,1429,2730,966,5974,3960,1727,0
276,12/15/2020 10:00:00 AM,4737,20548,34407,28407,1916,1182,4260,2923,5234,1177,8966,1169,7357,9783,583,40062,48232,1368,1488,2765,972,6088,3990,1748,0
277,12/16/2020 10:00:00 AM,4848,20730,34702,28586,1924,1187,4310,2948,5289,1182,9081,1227,7442,9855,589,40500,48718,1378,1504,2789,975,6213,4018,1772,0
278,12/17/2020 10:00:00 AM,4919,20941,35002,28853,1939,1190,4410,2984,5322,1194,9241,1244,7514,9912,594,40747,49068,1386,1520,2827,986,6350,4054,1787,0
279,12/18/2020 10:00:00 AM,4983,21223,35283,29020,1968,1195,4468,3024,5383,1212,9380,1258,7590,10027,613,41172,49565,1406,1549,2867,999,6457,4095,1816,0
280,12/19/2020 10:00:00 AM,5006,21455,35531,29156,1975,1205,4540,3091,5445,1224,9516,1291,7651,10116,621,41486,49982,1438,1575,2883,1009,6582,4134,1842,0
281,12/20/2020 10:00:00 AM,5050,21674,35819,29331,1994,1215,4594,3146,5492,1257,9613,1306,7750,10196,630,41780,50319,1449,1577,2923,1018,6628,4184,1863,0
282,12/21/2020 10:00:00 AM,5071,21924,36058,29578,2015,1218,4641,3193,5535,1266,9763,1312,7826,10284,646,42171,50643,1462,1579,2946,1030,6799,4233,1880,0
283,12/22/2020 10:00:00 AM,5123,22120,36334,29865,2032,1231,4705,3256,5592,1281,9876,1325,7911,10370,661,42551,51006,1478,1617,2958,1046,6885,4271,1903,0
284,12/23/2020 10:00:00 AM,5172,22366,36582,30080,2055,1232,4763,3270,5664,1290,10065,1339,7979,10463,664,42975,51462,1495,1630,2982,1055,7024,4319,1936,0
285,12/24/2020 10:00:00 AM,5204,22710,36897,30290,2074,1241,4822,3316,5717,1295,10288,1358,8060,10604,674,43454,51912,1507,1642,3046,1065,7214,4362,1976,0
286,12/25/2020 10:00:00 AM,5248,22981,37098,30440,2105,1260,4865,3361,5768,1301,10473,1392,8112,10719,681,43918,52363,1531,1655,3064,1071,7342,4408,2004,0
287,12/26/2020 10:00:00 AM,5261,23253,37356,30612,2124,1263,4906,3425,5809,1308,10575,1404,8194,10769,688,44287,52767,1543,1684,3106,1094,7537,4447,2028,0
288,12/27/2020 10:00:00 AM,5269,23408,37549,30777,2153,1275,4944,3447,5853,1319,10670,1414,8253,10822,695,44640,53043,1560,1690,3129,1104,7642,4480,2062,0
289,12/28/2020 10:00:00 AM,5276,23634,37799,30989,2164,1281,4970,3470,5892,1323,10788,1421,8323,10898,713,45050,53338,1576,1697,3144,1121,7730,4515,2071,0
290,12/29/2020 10:00:00 AM,5324,23789,37971,31123,2186,1288,5053,3506,5922,1334,10891,1424,8371,10986,718,45341,53692,1591,1771,3174,1133,7827,4559,2087,0
291,12/30/2020 10:00:00 AM,5374,24045,38280,31312,2205,1295,5101,3535,5987,1337,11100,1439,8475,11088,722,45791,54127,1614,1781,3202,1135,8005,4617,2122,0
292,12/31/2020 10:00:00 AM,5404,24408,38657,31537,2231,1319,5168,3568,6036,1372,11301,1456,8551,11222,737,46200,54581,1664,1792,3255,1164,8206,4675,2158,0
293,01/01/2021 10:00:00 AM,5474,24815,39001,31911,2268,1341,5249,3620,6116,1382,11518,1487,8660,11363,742,46717,55139,1701,1816,3308,1185,8432,4752,2222,0
294,01/02/2021 10:00:00 AM,5504,25143,39351,32132,2301,1360,5313,3687,6180,1397,11652,1492,8789,11486,763,47147,55694,1725,1843,3356,1221,8568,4818,2249,0
295,01/03/2021 10:00:00 AM,5513,25365,39608,32317,2337,1370,5354,3718,6229,1420,11868,1496,8856,11564,767,47575,56028,1736,1845,3372,1236,8633,4843,2269,0
296,01/04/2021 10:00:00 AM,5524,25629,39851,32503,2378,1378,5392,3744,6288,1438,12054,1515,8957,11657,783,48089,56391,1745,1848,3413,1247,8766,4896,2316,0
297,01/05/2021 10:00:00 AM,5556,25781,40026,32689,2394,1394,5460,3785,6328,1443,12190,1525,9005,11744,792,48351,56813,1761,1887,3433,1257,8879,4934,2331,0
298,01/06/2021 10:00:00 AM,5622,26130,40428,32982,2427,1400,5538,3831,6396,1458,12309,1543,9116,11885,802,48864,57286,1795,1897,3476,1268,9083,5006,2362,0
299,01/07/2021 10:00:00 AM,5625,26478,40759,33215,2508,1420,5587,3869,6471,1527,12446,1561,9195,12029,811,49257,57771,1841,1910,3582,1303,9261,5046,2402,0
300,01/08/2021 10:00:00 AM,5705,26916,41229,33528,2542,1467,5740,3915,6534,1538,12592,1584,9349,12249,822,49806,58316,1890,1933,3642,1336,9393,5117,2463,0
301,01/09/2021 10:00:00 AM,5729,27345,41602,33848,2611,1482,5841,3960,6624,1597,12730,1598,9444,12459,840,50428,58954,1935,1962,3708,1355,9580,5216,2516,0
302,01/10/2021 10:00:00 AM,5758,27770,41972,34121,2679,1502,5895,4010,6695,1618,12818,1614,9563,12612,852,51067,59540,1969,1965,3734,1381,9678,5295,2566,0
303,01/11/2021 10:00:00 AM,5771,28202,42307,34400,2751,1542,5953,4100,6771,1627,12937,1623,9682,12734,870,51527,60023,2006,1973,3790,1401,9768,5333,2595,0
304,01/12/2021 10:00:00 AM,5785,28416,42505,34443,2783,1556,6015,4125,6818,1645,13501,1634,9739,12863,877,52015,60505,2014,2022,3818,1420,9852,5386,2614,0
305,01/13/2021 10:00:00 AM,5799,28675,42810,34678,2821,1560,6061,4158,6890,1658,13676,1647,9848,12954,886,52368,60972,2029,2034,3874,1426,9959,5442,2642,0
306,01/14/2021 10:00:00 AM,5814,29016,43103,34907,2850,1575,6139,4213,6957,1732,13836,1665,9926,13070,892,52842,61516,2058,2047,3948,1441,10122,5473,2673,0
307,01/15/2021 10:00:00 AM,5839,29358,43403,35199,2899,1608,6210,4267,7022,1759,13970,1689,10027,13195,904,53283,61946,2099,2052,3998,1458,10306,5531,2717,0
308,01/16/2021 10:00:00 AM,5865,29710,43793,35405,2967,1627,6255,4337,7121,1811,14150,1701,10160,13330,918,53832,62491,2140,2068,4073,1477,10418,5626,2756,0
309,01/17/2021 10:00:00 AM,5888,29955,44057,35610,3009,1645,6314,4366,7206,1828,14230,1716,10259,13433,937,54241,62927,2177,2074,4081,1499,10495,5701,2797,0
310,01/18/2021 10:00:00 AM,5891,30174,44207,35773,3051,1652,6348,4403,7264,1844,14325,1719,10314,13525,943,54525,63258,2187,2084,4103,1508,10549,5745,2822,0
311,01/19/2021 10:00:00 AM,5956,30355,44391,35941,3099,1665,6397,4438,7303,1864,14447,1728,10396,13592,949,54835,63592,2196,2109,4161,1525,10625,5791,2831,0
312,01/20/2021 10:00:00 AM,5982,30616,44639,36055,3119,1684,6427,4487,7349,1877,14574,1737,10476,13657,956,55203,63994,2210,2121,4234,1543,10730,5832,2851,0
313,01/21/2021 10:00:00 AM,5993,30847,44944,36283,3153,1693,6478,4523,7412,1899,14693,1741,10541,13744,964,55531,64355,2218,2127,4256,1555,10814,5878,2877,0
314,01/22/2021 10:00:00 AM,6015,31125,45197,36453,3177,1735,6533,4553,7470,1908,14817,1750,10649,13860,982,55951,64764,2257,2140,4303,1568,10869,5922,2917,0
315,01/23/2021 10:00:00 AM,6033,31396,45459,36688,3226,1755,6571,4587,7551,1955,14925,1753,10736,13954,993,56328,65151,2279,2161,4334,1585,10948,5991,2948,0
316,01/24/2021 10:00:00 AM,6068,31599,45671,36886,3254,1764,6622,4606,7609,1962,15046,1759,10821,14028,1007,56729,65562,2287,2168,4374,1597,11006,6053,2974,0
317,01/25/2021 10:00:00 AM,6095,31764,45847,37023,3271,1771,6649,4629,7667,1969,15113,1760,10896,14077,1013,57129,65865,2298,2173,4396,1605,11048,6097,2983,0
318,01/26/2021 10:00:00 AM,6106,31909,46027,37087,3289,1806,6697,4640,7719,2009,15216,1764,10957,14138,1014,57326,66159,2305,2200,4411,1613,11102,6140,2986,0
319,01/27/2021 10:00:00 AM,6119,32093,46254,37281,3304,1824,6750,4674,7786,2017,15239,1765,11039,14250,1021,57685,66535,2312,2208,4448,1622,11153,6172,3008,0
320,01/28/2021 10:00:00 AM,6134,32362,46618,37464,3340,1833,6808,4690,7833,2031,15342,1782,11127,14330,1023,58011,66888,2328,2222,4489,1635,11228,6213,3018,0
321,01/29/2021 10:00:00 AM,6143,32535,46843,37625,3373,1859,6861,4709,7909,2040,15447,1789,11186,14408,1027,58308,67262,2338,2228,4517,1646,11307,6232,3037,0
322,01/30/2021 10:00:00 AM,6175,32737,47111,37771,3392,1874,6890,4745,7965,2074,15531,1790,11287,14496,1033,58710,67583,2363,2239,4558,1673,11376,6297,3056,0
323,01/31/2021 10:00:00 AM,6198,32906,47341,37951,3410,1888,6954,4757,8022,2089,15615,1794,11368,14572,1046,58965,67883,2367,2247,4569,1679,11442,6334,3076,0
324,02/01/2021 10:00:00 AM,6205,33044,47502,38024,3428,1899,6983,4767,8060,2103,15646,1798,11411,14631,1048,59155,68102,2370,2253,4611,1691,11471,6352,3082,0
325,02/02/2021 10:00:00 AM,6212,33111,47608,38120,3438,1902,7001,4776,8087,2106,15722,1798,11450,14656,1053,59292,68295,2378,2261,4618,1707,11494,6371,3085,0
326,02/03/2021 10:00:00 AM,6218,33194,47735,38194,3446,1904,7017,4784,8126,2113,15759,1800,11481,14704,1056,59439,68490,2386,2268,4636,1716,11521,6403,3093,0
327,02/04/2021 10:00:00 AM,6239,33362,47890,38311,3465,1915,7041,4797,8184,2124,15845,1805,11526,14767,1059,59782,68772,2391,2279,4661,1722,11570,6427,3103,0
328,02/05/2021 10:00:00 AM,6249,33557,48081,38432,3485,1924,7078,4818,8232,2134,15910,1807,11567,14826,1061,60040,69059,2406,2286,4697,1731,11620,6469,3115,0
329,02/06/2021 10:00:00 AM,6298,33673,48282,38584,3499,1937,7102,4840,8282,2166,15968,1819,11637,14877,1062,60235,69343,2421,2294,4739,1740,11664,6490,3132,0
330,02/07/2021 10:00:00 AM,6310,33812,48477,38733,3513,1960,7155,4858,8328,2174,16057,1821,11714,14952,1069,60479,69600,2437,2304,4775,1758,11714,6510,3140,0
331,02/08/2021 10:00:00 AM,6317,33911,48568,38828,3519,1962,7176,4866,8357,2184,16100,1821,11765,14981,1069,60633,69779,2439,2310,4803,1763,11729,6525,3148,0
332,02/09/2021 10:00:00 AM,6321,33980,48631,38909,3526,1969,7209,4875,8388,2189,16159,1822,11791,15037,1070,60835,70020,2443,2317,4817,1770,11756,6543,3152,0
333,02/10/2021 10:00:00 AM,6333,34096,48800,39025,3535,1972,7232,4890,8427,2194,16190,1823,11849,15087,1073,61001,70244,2453,2320,4829,1777,11799,6553,3164,0
334,02/11/2021 10:00:00 AM,6336,34216,48976,39131,3552,1978,7272,4906,8464,2202,16249,1824,11910,15126,1077,61160,70465,2466,2323,4847,1779,11859,6578,3169,0
335,02/12/2021 10:00:00 AM,6348,34348,49111,39253,3559,1983,7294,4918,8496,2205,16294,1828,11962,15179,1083,61330,70646,2478,2338,4876,1781,11891,6595,3181,0
336,02/13/2021 10:00:00 AM,6359,34448,49233,39345,3565,1987,7313,4932,8526,2230,16366,1829,12004,15238,1085,61518,70818,2488,2346,4893,1787,12030,6609,3187,0
337,02/14/2021 10:00:00 AM,6363,34526,49353,39424,3572,1991,7331,4940,8553,2243,16409,1829,12040,15284,1088,61643,70980,2492,2347,4900,1796,12065,6621,3193,0
338,02/15/2021 10:00:00 AM,6366,34602,49444,39497,3581,1995,7349,4949,8578,2250,16448,1829,12080,15316,1090,61744,71118,2493,2348,4917,1801,12086,6628,3196,0
339,02/16/2021 10:00:00 AM,6368,34645,49497,39552,3586,1999,7355,4958,8597,2252,16481,1831,12095,15342,1093,61835,71216,2499,2349,4928,1808,12100,6634,3201,0
